name,business_type,address,city,region,phone,website,rating,reviews_count,latitude,longitude,data_source
Résultats,doctors,"
R4W8+QP, Centre medical echifa, route de bizerte 4,5 km mnihla cite errafaha Ariana Tunis, Tunis 2094",Tunis,Tunisia,"
20 500 069",https://www.google.com/maps/place/Dr+Youssef+Chamakh/data=!4m7!3m6!1s0x12fd33dbd7167aad:0xcbf942753287932d!8m2!3d36.8325433!4d10.1239638!16s%2Fg%2F11xfb3g5xd!19sChIJrXoW19sz_RIRLZOHMnVC-cs?authuser=0&hl=fr&rclk=1,,(2),,,Google Maps Direct
Résultats,doctors,"
35 Avenue El Wafa, Tunis 2042",Tunis,Tunisia,"
55 518 817",https://www.google.com/maps/place/Dr+Youssef+Chamakh/data=!4m7!3m6!1s0x12fd33dbd7167aad:0xcbf942753287932d!8m2!3d36.8325433!4d10.1239638!16s%2Fg%2F11xfb3g5xd!19sChIJrXoW19sz_RIRLZOHMnVC-cs?authuser=0&hl=fr&rclk=1,,(2),,,Google Maps Direct
Résultats,doctors,"
3 Rue du Qatar, Tunis 1002",Tunis,Tunisia,"
71 780 737",https://www.google.com/maps/place/Dr+Youssef+Chamakh/data=!4m7!3m6!1s0x12fd33dbd7167aad:0xcbf942753287932d!8m2!3d36.8325433!4d10.1239638!16s%2Fg%2F11xfb3g5xd!19sChIJrXoW19sz_RIRLZOHMnVC-cs?authuser=0&hl=fr&rclk=1,,(2),,,Google Maps Direct
Résultats,doctors,"
R4QH+WG6, Tunis",Tunis,Tunisia,"
20 918 178",https://www.google.com/maps/place/Dr+Youssef+Chamakh/data=!4m7!3m6!1s0x12fd33dbd7167aad:0xcbf942753287932d!8m2!3d36.8325433!4d10.1239638!16s%2Fg%2F11xfb3g5xd!19sChIJrXoW19sz_RIRLZOHMnVC-cs?authuser=0&hl=fr&rclk=1,,(2),,,Google Maps Direct
Résultats,doctors,"
Résidence Yamama Bloc A 6eme étage, Rue Habib Chatti, Tunis",Tunis,Tunisia,"
54 340 809",https://www.google.com/maps/place/Cabinet+Dr+Jihed+Yacoubi/data=!4m7!3m6!1s0x12fd334f59bce7a9:0x5eb7efde92ed7a37!8m2!3d36.8353358!4d10.1462063!16s%2Fg%2F11vpf53c17!19sChIJqee8WU8z_RIRN3rtkt7vt14?authuser=0&hl=fr&rclk=1,,(64),,,Google Maps Direct
Résultats,doctors,"
19 bis Rue Habiba Hsouna, Tunis 2092",Tunis,Tunisia,"
54 444 928",https://www.google.com/maps/place/Cabinet+Dr+Jihed+Yacoubi/data=!4m7!3m6!1s0x12fd334f59bce7a9:0x5eb7efde92ed7a37!8m2!3d36.8353358!4d10.1462063!16s%2Fg%2F11vpf53c17!19sChIJqee8WU8z_RIRN3rtkt7vt14?authuser=0&hl=fr&rclk=1,,(64),,,Google Maps Direct
Résultats,doctors,"
app 23 bloc A, Résidence elyamama, Rue Habib Chatti, Tunis 2092",Tunis,Tunisia,"
55 359 000",https://www.google.com/maps/place/Cabinet+Dr+Jihed+Yacoubi/data=!4m7!3m6!1s0x12fd334f59bce7a9:0x5eb7efde92ed7a37!8m2!3d36.8353358!4d10.1462063!16s%2Fg%2F11vpf53c17!19sChIJqee8WU8z_RIRN3rtkt7vt14?authuser=0&hl=fr&rclk=1,,(64),,,Google Maps Direct
Résultats,doctors,"
Rue habib el chatti Résidence les jasmins Entrée 1 - Bloc D - 3ème Etage - Manar 1 Tunis, 2092",Tunis,Tunisia,"
98 209 713",https://www.google.com/maps/place/Cabinet+g%C3%A9n%C3%A9raliste+Dr+Manel+Thabet+Abdelmoula/data=!4m7!3m6!1s0x12fd33be2e2a25b3:0x28dc6be98ad4c742!8m2!3d36.8229094!4d10.1266177!16s%2Fg%2F11qzcq4dpb!19sChIJsyUqLr4z_RIRQsfUiulr3Cg?authuser=0&hl=fr&rclk=1,,(10),,,Google Maps Direct
Résultats,doctors,"
إقامة الياسمين المنار 1 عمارة C الطابق الأرظي شقة 1 TUNIS, 2092",Tunis,Tunisia,"
22 252 922",https://www.google.com/maps/place/Cabinet+g%C3%A9n%C3%A9raliste+Dr+Manel+Thabet+Abdelmoula/data=!4m7!3m6!1s0x12fd33be2e2a25b3:0x28dc6be98ad4c742!8m2!3d36.8229094!4d10.1266177!16s%2Fg%2F11qzcq4dpb!19sChIJsyUqLr4z_RIRQsfUiulr3Cg?authuser=0&hl=fr&rclk=1,,(10),,,Google Maps Direct
Résultats,doctors,"
Bureau N°B4-15 4ème étage .Immeuble le Cercle des Bureaux - Centre Urbain Nord تونس، 1003",Tunis,Tunisia,"
71 947 627",https://www.google.com/maps/place/Cabinet+g%C3%A9n%C3%A9raliste+Dr+Manel+Thabet+Abdelmoula/data=!4m7!3m6!1s0x12fd33be2e2a25b3:0x28dc6be98ad4c742!8m2!3d36.8229094!4d10.1266177!16s%2Fg%2F11qzcq4dpb!19sChIJsyUqLr4z_RIRQsfUiulr3Cg?authuser=0&hl=fr&rclk=1,,(10),,,Google Maps Direct
Résultats,doctors,"
Centre médical ESSAIDA sise au 22, 2000 Av. Taieb Mhiri, Tunis 2000",Tunis,Tunisia,"
53 422 483",https://www.google.com/maps/place/Dr+Youssef+Chamakh/data=!4m7!3m6!1s0x12fd33dbd7167aad:0xcbf942753287932d!8m2!3d36.8325433!4d10.1239638!16s%2Fg%2F11xfb3g5xd!19sChIJrXoW19sz_RIRLZOHMnVC-cs?authuser=0&hl=fr&rclk=1,,(2),,,Google Maps Direct
Résultats,doctors,"
Side Étage, Cabinet n1, Centre ""le campus médical"" 1, Rue de Tolède. ( À côté du salon de thé Hill, n1, Tunis 2092",Tunis,Tunisia,"
25 206 992",https://www.google.com/maps/place/Dr+Youssef+Chamakh/data=!4m7!3m6!1s0x12fd33dbd7167aad:0xcbf942753287932d!8m2!3d36.8325433!4d10.1239638!16s%2Fg%2F11xfb3g5xd!19sChIJrXoW19sz_RIRLZOHMnVC-cs?authuser=0&hl=fr&rclk=1,,(2),,,Google Maps Direct
Résultats,doctors,"
40 avenue Salah Ben Youssef ,El menzah 9, Manzah 9 medical, 1013",Tunis,Tunisia,"
55 799 655",https://www.google.com/maps/place/Dr+Youssef+Chamakh/data=!4m7!3m6!1s0x12fd33dbd7167aad:0xcbf942753287932d!8m2!3d36.8325433!4d10.1239638!16s%2Fg%2F11xfb3g5xd!19sChIJrXoW19sz_RIRLZOHMnVC-cs?authuser=0&hl=fr&rclk=1,,(2),,,Google Maps Direct
Résultats,doctors,"
1938 Bd du 9 Avril 1938, Tunis",Tunis,Tunisia,"
71 764 033",https://www.google.com/maps/place/H%C3%B4pital+Charles+Nicolle/data=!4m7!3m6!1s0x12fd338dd80176d9:0x5297dd538ad1cc65!8m2!3d36.8026669!4d10.1634124!16s%2Fg%2F120yl5z6!19sChIJ2XYB2I0z_RIRZczRilPdl1I?authuser=0&hl=fr&rclk=1,,(80),,,Google Maps Direct
Résultats,doctors,"
R523+QRM, Tunis",Tunis,Tunisia,"
71 262 083",https://www.google.com/maps/place/H%C3%B4pital+Charles+Nicolle/data=!4m7!3m6!1s0x12fd338dd80176d9:0x5297dd538ad1cc65!8m2!3d36.8026669!4d10.1634124!16s%2Fg%2F120yl5z6!19sChIJ2XYB2I0z_RIRZczRilPdl1I?authuser=0&hl=fr&rclk=1,,(80),,,Google Maps Direct
Résultats,doctors,"
Rue Habib Echatti 2090, Tunis 2092",Tunis,Tunisia,"
71 885 000",https://www.google.com/maps/place/H%C3%B4pital+Charles+Nicolle/data=!4m7!3m6!1s0x12fd338dd80176d9:0x5297dd538ad1cc65!8m2!3d36.8026669!4d10.1634124!16s%2Fg%2F120yl5z6!19sChIJ2XYB2I0z_RIRZczRilPdl1I?authuser=0&hl=fr&rclk=1,,(80),,,Google Maps Direct
Résultats,doctors,"
Q5W9+QG5 Aziza Othmana, Rue de la Kasbah, Tunis",Tunis,Tunisia,"
71 560 763",https://www.google.com/maps/place/H%C3%B4pital+Charles+Nicolle/data=!4m7!3m6!1s0x12fd338dd80176d9:0x5297dd538ad1cc65!8m2!3d36.8026669!4d10.1634124!16s%2Fg%2F120yl5z6!19sChIJ2XYB2I0z_RIRZczRilPdl1I?authuser=0&hl=fr&rclk=1,,(80),,,Google Maps Direct
Résultats,doctors,"
Av. de la Ligue des Etats Arabes, Tunis",Tunis,Tunisia,"
71 143 000",https://www.google.com/maps/place/H%C3%B4pital+Charles+Nicolle/data=!4m7!3m6!1s0x12fd338dd80176d9:0x5297dd538ad1cc65!8m2!3d36.8026669!4d10.1634124!16s%2Fg%2F120yl5z6!19sChIJ2XYB2I0z_RIRZczRilPdl1I?authuser=0&hl=fr&rclk=1,,(80),,,Google Maps Direct
Résultats,doctors,"
R6W2+62X Ctre hospitalier int'l de Tunis, Cartagene, Tunis",Tunis,Tunisia,"
31 336 336",https://www.google.com/maps/place/H%C3%B4pital+Charles+Nicolle/data=!4m7!3m6!1s0x12fd338dd80176d9:0x5297dd538ad1cc65!8m2!3d36.8026669!4d10.1634124!16s%2Fg%2F120yl5z6!19sChIJ2XYB2I0z_RIRZczRilPdl1I?authuser=0&hl=fr&rclk=1,,(80),,,Google Maps Direct
Résultats,doctors,"
Q5PH+896, Tunis",Tunis,Tunisia,"
71 391 133",https://www.google.com/maps/place/H%C3%B4pital+Charles+Nicolle/data=!4m7!3m6!1s0x12fd338dd80176d9:0x5297dd538ad1cc65!8m2!3d36.8026669!4d10.1634124!16s%2Fg%2F120yl5z6!19sChIJ2XYB2I0z_RIRZczRilPdl1I?authuser=0&hl=fr&rclk=1,,(80),,,Google Maps Direct
Résultats,doctors,"
Q5PG+CJV, Rue Ali Ben Ayed, Tunis",Tunis,Tunisia,"
71 397 000",https://www.google.com/maps/place/H%C3%B4pital+Charles+Nicolle/data=!4m7!3m6!1s0x12fd338dd80176d9:0x5297dd538ad1cc65!8m2!3d36.8026669!4d10.1634124!16s%2Fg%2F120yl5z6!19sChIJ2XYB2I0z_RIRZczRilPdl1I?authuser=0&hl=fr&rclk=1,,(80),,,Google Maps Direct
Résultats,doctors,"
Tunis 1003",Tunis,Tunisia,"
36 089 000",https://www.google.com/maps/place/H%C3%B4pital+Charles+Nicolle/data=!4m7!3m6!1s0x12fd338dd80176d9:0x5297dd538ad1cc65!8m2!3d36.8026669!4d10.1634124!16s%2Fg%2F120yl5z6!19sChIJ2XYB2I0z_RIRZczRilPdl1I?authuser=0&hl=fr&rclk=1,,(80),,,Google Maps Direct
